Crop,Temperature,Moisture Content,Pesticide,Light,Oxygen,Spoilage Risk
2,11.81,5.68,0,0,2.89,30
2,9.42,4.67,1,1,2.18,24
1,5.7,10.42,0,1,5.38,39
0,30.69,3.26,0,1,4.57,43
0,22.48,13.47,0,2,3.87,41
2,11.44,12.88,1,1,5.4,29
1,28.03,9.18,0,2,2.25,47
0,24.33,6.26,0,0,6.98,39
0,2.78,16.16,1,2,4.71,38
1,31.61,18.12,0,1,3.19,55
1,10.17,9.54,0,2,1.3,39
2,11.38,6.8,1,2,3.87,28
0,32.89,7.35,0,1,6.77,48
2,6.83,7.08,0,0,3.91,30
2,23.51,11.64,0,2,7.55,39
1,16.29,5.43,1,1,3.69,29
2,37.5,16.36,1,1,5.09,41
0,26.71,18.84,0,2,7.67,60
1,16.94,8.45,0,2,1.32,42
1,18.83,13.68,0,1,5.79,45
0,10.13,5.7,1,1,3.97,26
1,33.89,7.27,1,1,7.8,38
1,11.07,3.52,0,1,1.64,35
2,34.35,2.97,1,1,6.55,30
2,25.7,8.03,1,1,2.08,26
0,8.37,13.13,0,2,1.81,38
2,13.84,10.44,0,2,5.74,41
0,1.68,13.9,1,0,2.62,23
2,13.73,11.36,1,1,3.84,24
1,39.56,14.54,0,1,1.33,51
1,39.34,7.71,0,1,1.13,48
2,35.61,18.45,1,0,6.74,43
0,5.61,3.7,0,2,2.61,38
1,7.1,2.73,0,1,2.25,35
2,13.32,3.21,0,1,1.85,33
2,13.34,13.79,0,0,3.68,33
1,26.27,18.78,0,1,7.96,59
0,31.16,14.2,1,1,1.49,38
1,18.39,3.18,1,0,0.53,22
1,5.46,12.07,1,1,2.48,27
1,3.1,2.37,1,1,6.75,30
1,24.91,16.61,0,0,6.53,46
2,13.95,10.69,0,0,2.06,30
2,17.93,19.76,1,1,7.18,38
0,38.25,3.85,0,1,6.77,48
0,3.93,11.28,1,1,2.35,26
0,25.34,16.95,0,2,5.87,60
2,0.98,19.6,1,2,6.35,44
1,29.74,9.98,0,2,4.13,47
2,23.42,12.66,0,0,4.13,29
1,17.21,18.0,0,0,4.25,47
2,3.1,8.09,1,1,2.04,24
1,10.34,9.05,1,1,7.32,30
0,20.0,5.89,0,0,3.94,34
1,11.57,13.53,0,1,3.74,38
1,11.37,3.35,0,1,6.49,39
2,35.38,6.97,0,1,7.93,43
1,26.32,4.19,1,2,3.52,38
0,35.32,8.41,1,1,7.65,40
1,19.64,9.04,1,2,4.8,33
0,22.85,9.19,0,0,3.39,34
2,37.96,11.13,0,2,0.89,39
0,11.5,5.71,0,0,7.05,36
1,27.44,17.34,1,0,3.93,38
0,0.09,11.49,1,1,4.6,26
1,4.13,2.29,1,0,5.22,27
1,0.23,3.25,0,1,1.35,35
0,17.19,16.83,1,1,3.24,37
2,14.96,17.21,0,1,1.28,40
1,3.45,13.87,0,2,7.99,46
0,24.0,15.59,0,2,4.34,44
1,1.94,18.02,0,2,7.46,55
0,8.7,13.79,1,1,5.47,31
1,5.68,9.32,0,2,1.63,39
0,1.62,9.85,0,0,3.22,31
0,24.88,18.5,0,0,6.25,47
2,11.24,6.03,1,1,4.62,24
1,29.45,3.03,0,2,4.58,47
0,1.35,17.75,0,1,5.69,47
1,27.06,8.29,1,2,7.54,42
1,24.5,14.41,0,0,1.29,38
0,23.37,7.99,1,2,7.27,38
1,23.17,7.37,1,2,2.17,33
2,29.02,14.76,1,2,6.84,37
2,34.93,6.78,0,1,7.78,39
1,13.71,4.25,1,2,6.12,34
0,19.07,3.96,1,1,0.92,26
2,2.73,11.79,0,0,7.03,34
0,17.95,11.34,1,0,3.98,26
2,0.01,15.94,0,0,5.42,38
1,28.4,10.8,0,2,4.36,47
1,35.66,3.22,1,2,6.85,47
2,35.12,7.4,1,1,5.99,34
0,2.94,3.0,1,1,7.51,31
0,34.74,3.34,0,0,2.25,40
2,15.18,13.67,0,0,3.23,31
1,7.01,17.74,0,2,0.72,42
2,25.58,9.21,1,2,6.25,34
1,33.15,13.27,1,2,4.75,41
0,2.81,18.21,1,0,7.77,36
2,14.26,10.97,0,1,3.18,33
2,25.24,19.59,0,2,4.96,51
2,32.45,17.41,0,0,1.85,39
0,37.39,7.99,0,1,7.21,48
0,34.8,19.85,1,1,7.93,48
1,8.26,16.44,1,1,6.97,37
0,29.23,18.09,0,2,3.08,55
1,7.3,13.95,1,2,5.25,37
1,8.05,2.1,0,1,3.37,35
2,24.39,12.96,1,2,6.11,31
1,10.7,12.93,0,1,1.85,36
2,8.8,4.23,1,2,4.29,28
2,26.3,4.67,1,1,0.74,22
0,31.01,7.91,0,2,6.86,52
0,0.07,2.4,0,1,7.32,39
2,19.06,6.97,0,1,7.23,35
1,24.83,9.44,1,0,1.88,26
2,38.51,14.48,0,2,4.01,46
2,19.65,18.32,1,2,1.9,38
2,18.59,16.0,0,1,1.35,38
1,34.14,12.31,1,1,4.97,35
2,1.01,8.08,1,1,2.73,24
2,27.75,5.88,1,0,2.9,23
2,4.16,5.64,1,0,2.45,21
0,13.47,13.29,1,0,2.68,23
2,27.89,12.89,1,2,4.97,31
1,29.05,2.61,0,1,7.26,47
0,16.42,18.74,0,2,0.91,46
0,31.15,4.81,0,0,4.44,40
1,0.59,4.76,0,1,2.96,35
1,1.47,16.29,0,2,1.0,46
0,21.48,13.53,0,1,3.12,37
0,30.71,9.25,1,1,2.5,35
1,13.07,2.62,0,1,2.1,35
1,8.95,5.02,0,1,2.1,35
0,4.33,17.49,1,2,3.67,38
0,16.56,8.48,0,2,6.97,46
2,25.6,9.11,1,1,2.8,26
2,9.42,17.21,0,1,4.54,40
1,19.24,2.96,0,2,5.75,46
1,2.85,8.92,0,0,6.07,36
1,11.25,16.09,1,1,1.06,33
2,23.91,7.69,0,2,6.33,39
2,7.39,9.22,0,1,5.01,37
2,25.14,6.7,1,0,2.3,23
0,34.65,9.0,1,1,6.05,40
2,20.23,3.81,0,1,3.44,31
1,1.0,10.03,1,0,2.34,23
1,31.42,19.7,1,2,2.45,50
0,3.59,4.4,1,1,4.81,26
2,14.74,16.84,1,1,1.5,31
1,26.46,8.87,0,0,3.56,40
0,39.54,3.55,1,0,6.04,37
1,34.26,19.52,1,0,6.62,47
2,35.62,7.49,0,1,4.63,39
0,29.02,9.63,0,0,7.95,45
1,22.84,14.53,0,0,0.66,34
2,25.98,8.59,0,2,3.23,39
2,15.81,11.8,0,1,3.66,31
1,39.92,4.08,1,2,2.64,43
2,9.54,12.76,0,0,7.87,35
2,29.56,16.7,0,0,6.46,43
2,37.87,11.05,0,1,6.6,43
1,8.31,18.62,0,1,3.62,47
0,13.1,7.01,0,2,6.11,43
0,8.3,5.3,1,1,4.45,26
1,27.22,15.9,1,2,3.25,42
0,6.61,6.2,0,0,1.83,31
0,5.63,5.18,1,0,3.72,23
1,32.22,14.45,0,0,6.57,47
0,3.97,7.34,1,1,7.47,31
1,4.57,15.9,1,0,3.09,27
2,35.4,5.86,1,0,4.88,27
1,8.56,11.18,1,1,4.63,26
1,8.1,4.66,0,1,7.35,39
1,12.31,12.17,1,1,4.39,27
2,36.71,15.95,0,2,3.59,47
1,12.21,7.94,0,1,6.13,39
1,29.66,19.33,1,0,0.75,39
1,34.11,19.22,0,0,3.73,52
1,37.32,10.63,0,0,7.96,49
0,33.12,13.93,1,1,2.69,35
1,10.65,15.02,0,1,1.62,39
1,29.82,9.27,1,2,5.54,42
0,7.27,10.66,1,0,7.92,28
2,29.97,2.91,1,0,6.48,27
1,24.22,10.28,0,2,3.29,42
0,4.91,10.18,1,2,7.34,35
1,36.56,5.31,1,2,6.28,47
0,29.17,17.9,1,1,1.19,43
0,30.62,15.74,0,1,6.03,51
2,17.45,19.1,1,2,1.7,38
0,29.05,11.78,0,0,1.08,40
1,32.2,9.3,0,2,4.41,47
1,18.22,12.11,0,0,7.21,40
1,8.53,10.58,1,2,3.71,30
1,37.33,17.41,0,1,6.88,59
0,17.65,13.76,0,0,3.34,34
1,37.19,17.71,1,2,7.18,54
0,0.72,14.26,0,0,2.48,34
1,15.81,15.3,1,2,0.64,33
1,6.34,19.03,1,1,2.69,38
0,13.38,4.6,0,0,6.48,36
0,34.21,4.93,1,2,5.79,44
2,38.64,18.65,1,2,2.65,46
0,0.65,15.16,0,1,3.22,37
0,27.48,14.05,0,0,6.57,48
0,12.49,8.8,1,0,4.58,23
2,38.33,7.24,1,2,5.45,38
1,38.55,7.17,1,0,1.54,36
2,37.56,11.55,0,2,6.73,47
0,31.69,11.5,1,0,6.52,37
1,24.53,13.59,0,1,0.84,37
2,6.87,14.46,1,0,1.59,24
2,22.97,2.79,1,0,0.78,15
1,7.39,18.61,0,0,2.79,44
1,36.06,6.73,0,0,3.53,45
1,11.88,12.45,0,2,5.27,44
1,5.02,5.77,1,1,6.58,30
2,10.37,5.58,1,1,3.52,24
0,14.29,8.6,0,2,4.51,38
2,26.82,19.27,1,1,3.22,38
1,1.2,12.91,1,0,2.41,24
2,34.79,9.35,0,2,5.86,43
0,39.13,19.02,0,1,5.82,56
0,0.69,11.84,0,1,6.5,39
2,35.4,11.28,0,0,0.96,32
2,24.68,8.1,1,0,3.37,19
0,34.28,15.88,0,0,4.37,43
1,18.89,5.09,0,0,5.42,39
2,25.03,12.94,1,2,5.73,35
0,19.6,17.27,1,1,4.7,37
0,32.1,18.88,0,0,4.84,48
0,19.38,14.82,1,2,4.74,36
0,3.45,11.5,0,1,2.7,34
1,2.94,10.42,1,0,6.98,27
0,7.65,6.07,1,0,0.85,20
1,1.43,16.45,1,0,5.53,34
0,25.62,17.59,1,2,3.4,47
2,19.03,4.43,1,2,1.5,26
2,35.67,8.68,0,1,5.41,43
1,1.06,18.53,1,0,1.66,35
2,4.93,14.94,0,0,4.92,33
2,6.34,6.84,1,0,2.4,21
1,3.26,8.94,0,2,6.58,43
2,9.19,18.59,0,1,5.65,49
1,7.05,6.99,1,0,6.0,27
0,6.76,2.57,0,1,2.83,34
2,31.67,10.09,1,2,3.92,30
0,22.01,7.55,0,2,7.33,46
1,2.88,8.38,1,2,3.88,30
0,14.91,18.93,0,1,4.56,42
1,15.47,11.12,0,2,4.08,42
2,27.22,2.72,0,2,3.42,39
1,24.31,3.92,1,1,0.79,25
0,16.93,14.0,1,2,3.08,36
0,37.04,8.29,1,2,4.3,39
2,7.43,14.61,0,1,0.65,32
0,15.18,11.34,0,1,1.6,37
2,13.06,8.06,1,1,2.35,24
1,30.16,4.95,1,1,7.06,38
0,7.13,10.74,1,0,5.42,28
1,9.89,4.74,1,2,3.25,30
2,5.13,7.39,1,2,1.62,28
1,14.19,2.16,1,0,7.26,27
1,27.62,16.94,0,2,1.12,54
1,2.15,12.99,0,2,5.74,44
2,7.52,12.66,1,2,3.97,29
2,39.56,5.7,0,0,3.83,36
1,7.86,19.32,1,1,4.53,38
1,2.85,13.13,0,0,4.83,35
2,19.95,11.48,0,1,7.52,35
2,17.0,7.31,0,2,3.63,35
1,1.79,11.13,0,1,3.98,35
0,32.25,3.5,1,0,4.19,32
1,33.77,18.03,1,1,7.36,50
1,33.16,10.6,0,0,7.91,44
1,20.95,14.1,1,0,5.97,33
1,33.88,10.56,0,2,2.98,47
1,33.5,2.34,1,0,5.47,35
1,15.99,6.06,1,2,6.62,37
1,3.18,5.88,1,1,4.35,26
2,3.25,2.37,0,1,4.94,33
2,8.74,17.36,0,0,7.36,41
1,25.1,9.35,0,2,6.85,51
1,26.65,17.55,0,0,7.31,51
1,22.95,17.09,1,0,4.59,33
1,1.02,11.18,1,2,1.18,30
1,17.76,15.44,0,0,1.3,39
1,1.8,14.0,1,1,1.43,29
0,23.22,11.37,1,2,6.38,38
0,15.66,10.03,1,1,3.76,29
0,8.02,10.85,1,2,2.37,30
0,8.02,5.05,0,1,6.27,39
0,37.72,11.99,0,1,6.05,48
0,25.18,11.38,1,2,0.61,36
1,36.25,6.26,0,1,6.95,52
0,27.49,11.12,1,2,4.01,39
1,29.3,16.94,1,1,4.56,41
0,16.35,15.4,0,1,2.05,40
2,19.39,17.01,1,2,5.05,37
1,2.71,2.77,0,0,5.76,36
2,12.97,2.66,0,0,7.32,34
2,29.26,19.01,0,0,7.54,48
2,17.5,11.33,1,1,4.5,22
2,29.94,9.56,0,2,5.62,43
2,33.09,9.01,1,2,0.55,26
0,7.06,6.89,1,2,4.84,30
1,35.59,5.78,0,2,6.16,56
2,17.14,4.12,1,0,5.11,23
0,26.3,16.16,1,2,6.99,52
0,22.77,2.01,0,2,2.63,41
0,13.37,19.83,0,1,4.88,42
2,25.69,14.13,0,2,5.26,46
0,36.41,15.33,1,2,1.41,42
1,17.4,6.14,0,0,1.74,35
2,30.66,7.61,0,2,3.59,39
2,33.0,11.36,0,1,4.39,35
2,39.7,19.4,1,2,5.01,50
0,28.09,13.19,0,2,8.0,52
0,15.61,7.6,1,1,1.52,29
1,17.23,17.81,1,1,1.1,36
1,35.05,13.74,0,2,5.24,59
1,19.03,17.45,0,1,7.36,49
1,3.03,2.02,0,2,5.61,43
1,6.19,13.95,1,1,2.42,29
1,3.28,5.76,0,1,2.99,35
2,32.27,19.79,1,1,3.07,38
1,30.34,2.62,0,2,5.5,51
2,31.9,17.02,0,0,1.02,39
1,5.03,17.03,0,0,1.21,39
1,25.49,19.08,0,2,0.82,55
2,3.21,15.83,1,2,1.64,32
2,18.68,16.48,0,1,5.59,42
2,33.32,9.62,0,2,4.2,39
0,28.13,13.87,0,2,3.78,47
1,10.76,10.84,1,0,3.18,23
2,15.87,13.84,0,2,6.37,42
2,29.6,16.75,0,1,7.32,46
1,1.48,19.81,1,2,1.23,42
2,5.64,11.05,0,0,7.89,34
1,38.89,16.58,1,0,1.26,43
1,24.55,17.34,0,1,2.64,45
0,39.45,15.83,1,1,2.89,38
1,37.55,18.96,0,0,1.44,57
1,25.57,2.8,0,1,2.65,43
2,16.87,16.25,1,1,1.37,29
1,38.24,6.32,0,2,6.21,56
1,5.61,9.35,1,2,7.8,34
1,31.51,17.92,0,0,1.17,47
1,17.06,19.17,0,0,2.62,47
2,36.8,8.33,0,1,2.34,39
1,9.35,13.97,0,2,3.49,42
2,33.4,14.41,0,1,5.43,42
1,14.42,12.43,0,1,0.88,32
2,17.46,6.04,0,2,3.4,35
0,32.53,5.97,0,0,2.08,40
2,10.84,13.77,1,1,6.56,31
0,35.66,19.2,1,0,6.28,45
0,13.43,16.7,0,0,4.05,39
0,15.4,18.48,1,2,6.67,46
1,38.89,15.72,1,1,1.24,43
0,27.96,6.74,0,1,1.73,43
0,34.61,15.6,1,0,6.73,40
0,17.48,11.94,0,1,6.3,42
0,35.42,12.12,1,2,4.81,39
0,22.41,6.99,1,2,1.88,33
0,37.78,19.95,0,0,3.84,48
1,39.43,6.15,0,1,3.87,48
0,36.79,3.97,1,0,0.73,29
2,32.09,3.64,0,0,1.29,32
0,3.06,5.96,1,0,2.35,23
1,29.59,2.67,0,0,6.98,44
0,36.98,19.8,0,2,0.67,52
2,28.31,6.83,0,1,0.52,31
2,29.45,3.38,1,0,3.19,23
2,28.37,12.33,0,2,1.66,40
2,28.76,11.17,1,2,4.67,30
0,10.42,7.79,1,0,7.2,28
1,35.78,13.05,1,0,6.77,43
1,4.95,6.74,1,2,4.34,30
1,17.08,16.59,1,1,4.55,36
1,1.95,18.92,1,2,7.89,46
0,21.06,17.89,1,0,2.29,34
1,37.29,16.49,0,0,5.78,56
1,1.79,4.53,1,1,4.73,26
1,39.09,16.16,1,1,3.98,46
2,29.49,11.2,0,2,3.85,39
2,3.66,15.72,0,2,5.55,45
1,25.37,12.65,0,2,7.98,52
1,3.1,13.98,1,2,4.13,33
0,3.26,4.45,0,0,1.98,31
0,12.48,4.94,0,1,7.5,39
2,21.85,14.2,1,1,0.59,21
1,38.92,12.44,0,1,3.14,49
2,30.21,5.15,0,1,7.04,39
1,15.22,13.92,1,0,4.39,29
2,18.97,3.19,0,0,7.66,32
0,2.43,16.25,1,0,6.93,36
0,37.45,8.83,1,1,3.02,35
1,35.56,8.51,0,0,7.46,49
2,31.44,2.48,1,0,3.51,23
2,30.78,12.62,1,0,1.63,24
1,13.32,17.95,0,0,2.87,39
1,33.43,5.24,1,1,7.36,38
0,33.67,15.04,0,1,6.21,51
2,17.43,18.72,0,0,4.65,40
1,33.26,9.35,1,0,2.58,31
2,18.62,3.5,1,2,7.45,30
1,14.56,17.99,1,2,5.79,41
2,13.55,14.14,0,1,3.84,36
1,2.25,14.13,0,0,6.47,39
1,34.49,13.66,1,2,4.52,41
2,30.96,18.17,0,2,5.63,55
0,18.77,4.17,1,2,7.4,38
1,23.95,14.79,1,2,1.14,36
0,19.22,17.13,0,2,6.55,54
1,29.02,5.88,0,0,2.09,40
1,1.28,2.9,0,0,0.86,28
2,27.35,2.33,1,2,2.23,30
1,21.19,5.49,1,2,0.66,29
0,28.62,19.63,0,2,3.51,55
0,28.82,16.71,0,2,3.82,55
2,28.03,17.37,1,0,1.02,30
2,21.75,3.84,1,1,5.85,26
2,27.16,2.5,1,2,7.87,34
1,31.14,8.59,0,2,2.43,47
2,27.76,18.78,0,0,5.04,48
1,18.82,13.09,1,2,3.13,36
2,3.76,17.69,1,1,6.77,35
0,26.39,9.25,1,0,2.71,32
2,24.71,13.56,1,1,3.81,25
1,8.4,13.53,1,2,2.28,33
2,28.81,18.44,1,2,3.3,42
1,33.82,10.26,0,1,3.48,43
0,37.47,17.35,1,2,2.84,47
2,36.31,3.19,0,0,2.33,36
2,5.39,6.71,0,1,1.74,33
2,1.59,14.12,0,2,0.97,36
2,30.19,10.01,1,1,4.07,26
1,22.25,9.01,0,2,1.3,42
1,12.56,18.38,0,1,0.84,43
2,12.3,6.5,0,1,0.75,29
1,29.58,13.81,0,0,1.68,43
1,7.79,11.05,1,0,6.38,27
2,11.05,3.53,1,1,3.3,24
1,27.91,7.43,1,0,1.27,31
1,1.26,7.21,1,2,1.19,30
1,38.45,3.23,0,1,3.72,48
1,18.12,12.1,1,1,6.69,34
1,18.29,17.98,0,0,0.87,38
0,10.91,7.14,1,0,4.3,23
2,37.09,11.66,1,0,4.96,27
0,6.92,2.05,0,0,6.22,36
1,7.96,15.44,1,0,0.52,23
1,0.93,18.47,0,2,1.65,51
2,9.21,19.76,0,2,2.08,49
1,7.51,7.91,0,1,7.36,39
0,39.45,13.28,1,1,3.02,35
2,36.79,6.63,0,1,4.62,39
2,13.81,5.73,1,2,0.55,24
2,1.59,17.86,1,2,3.13,35
1,18.02,8.18,1,0,3.14,26
1,19.69,19.91,1,1,3.85,41
2,9.77,12.61,0,1,4.09,34
1,20.92,6.59,0,1,1.53,38
1,34.7,13.53,1,0,0.57,30
0,14.36,5.71,1,0,6.81,28
1,27.39,5.66,1,1,1.24,34
1,19.99,2.52,0,2,7.7,46
0,20.77,10.51,0,1,6.38,42
1,20.64,12.75,0,1,3.58,39
1,15.69,19.41,0,2,7.18,58
2,39.59,4.28,0,2,5.68,47
2,5.17,8.68,1,1,3.46,24
2,14.25,14.44,1,0,0.73,20
2,14.81,9.94,0,1,0.81,29
0,23.34,3.3,0,0,1.25,34
1,6.17,7.28,0,0,4.3,32
1,12.25,3.09,0,1,2.86,35
2,21.68,14.72,0,0,3.38,31
0,11.95,18.49,1,0,3.35,31
2,23.07,17.06,1,0,5.65,30
1,16.35,8.49,0,2,2.38,42
2,18.2,4.58,0,1,3.46,31
1,6.56,2.77,0,1,7.72,39
1,15.79,3.77,0,0,1.36,35
0,11.29,11.99,0,2,1.6,38
0,5.0,5.34,1,0,2.93,23
0,34.87,7.9,1,2,7.56,44
1,5.37,17.49,1,1,5.67,37
1,6.64,6.49,0,2,1.6,39
2,22.74,2.42,1,1,6.21,26
2,30.24,17.08,0,1,7.25,46
0,39.25,3.6,0,0,4.54,40
2,30.42,8.67,1,2,2.29,30
0,39.77,3.51,0,1,3.51,43
2,13.3,19.06,0,1,3.5,45
1,17.78,13.5,1,1,0.81,28
0,27.67,10.61,0,0,7.86,45
2,18.37,4.5,1,0,6.99,23
2,7.28,6.16,0,1,3.22,33
2,2.43,13.0,0,2,4.39,40
0,4.82,13.13,0,1,2.58,34
2,33.86,12.49,1,2,3.34,31
1,36.84,16.44,1,0,3.17,43
1,4.91,9.34,0,0,7.06,36
2,36.17,14.89,1,1,4.74,33
1,14.6,9.83,1,2,1.61,30
1,27.95,7.51,1,0,6.56,35
1,18.21,16.41,0,2,5.62,53
0,5.69,2.18,0,0,0.75,28
2,38.9,4.84,1,2,1.9,34
1,18.13,5.13,1,2,5.44,37
2,32.61,19.26,1,2,4.32,42
2,33.74,11.06,0,2,3.02,39
1,32.07,3.38,1,0,5.29,35
1,33.85,9.01,0,0,7.02,44
0,0.14,12.87,1,2,1.37,30
0,15.34,17.14,1,0,5.93,39
1,12.18,7.96,1,1,6.24,30
0,39.37,11.04,1,2,1.01,39
0,24.53,13.21,1,1,7.77,34
2,39.15,10.79,0,0,5.45,40
2,16.3,9.66,1,2,2.42,26
0,26.75,3.92,0,0,5.09,45
1,25.93,16.21,0,0,4.34,47
0,4.58,18.73,1,2,5.78,43
1,19.44,12.79,1,2,6.02,38
0,17.8,9.47,1,0,3.12,26
1,4.05,4.68,0,2,6.67,43
2,34.58,13.77,1,1,2.84,29
0,1.97,12.14,1,2,6.18,35
0,28.03,6.92,0,1,4.8,43
0,1.95,15.21,1,0,4.69,26
1,25.89,11.2,1,1,7.84,38
1,7.15,17.22,0,2,1.35,46
0,29.52,5.13,1,1,6.81,40
1,33.95,4.27,1,0,2.25,31
1,10.81,16.75,0,2,7.59,50
0,24.52,15.9,1,2,7.49,41
0,8.1,18.49,1,1,1.31,34
0,25.26,14.37,0,0,6.21,48
1,11.6,19.17,0,0,3.15,44
1,23.77,17.64,1,1,2.71,36
0,29.52,7.51,1,2,4.93,39
0,24.04,3.8,0,1,1.23,37
2,31.42,18.13,1,2,4.75,42
1,29.75,17.82,0,1,7.56,54
2,8.12,2.24,1,1,4.51,24
1,17.78,19.55,1,2,7.93,49
1,5.0,19.85,1,1,5.46,42
2,15.07,10.38,0,2,2.69,35
2,25.5,13.98,0,0,5.88,39
1,34.81,4.67,0,0,5.45,44
2,3.6,7.41,0,1,5.88,37
0,38.43,18.33,1,1,1.81,43
0,0.81,7.72,0,2,4.23,38
1,18.4,4.82,1,0,5.83,30
0,32.35,19.55,1,0,2.39,40
0,34.87,3.38,0,0,4.38,40
1,6.94,12.11,0,0,2.44,33
2,16.1,10.32,0,0,4.36,28
0,4.22,4.05,0,1,3.64,34
2,24.24,6.99,1,2,1.69,26
0,15.88,11.79,0,2,0.89,38
1,26.65,15.29,0,0,5.25,48
2,20.34,4.27,1,1,3.46,22
0,38.74,17.88,1,0,1.28,40
1,16.92,16.11,0,0,2.81,42
0,19.22,18.06,0,2,6.44,54
1,21.78,12.67,0,0,4.45,36
1,2.45,5.65,0,0,1.07,32
2,19.17,18.96,1,0,2.35,31
0,6.68,11.47,0,1,5.5,39
1,27.97,15.91,0,0,5.22,48
0,17.01,14.91,1,1,6.23,37
0,17.31,16.95,0,1,5.14,50
0,20.96,7.35,1,0,0.6,23
1,8.23,18.04,0,1,6.76,51
0,24.6,14.22,1,1,5.77,37
2,30.91,14.36,0,1,5.27,42
2,23.29,12.5,0,2,2.12,36
1,10.32,12.77,1,2,6.06,35
0,21.65,2.91,1,1,4.95,29
0,5.26,11.61,1,2,7.46,35
1,9.15,19.38,1,2,0.91,38
0,28.27,10.51,1,1,1.36,35
2,6.29,6.85,1,2,2.57,28
1,15.15,3.51,0,1,0.61,34
1,10.52,6.41,0,1,5.49,39
0,9.94,19.4,1,1,3.73,34
1,5.75,13.73,1,1,7.6,33
1,22.46,18.83,1,2,1.46,45
1,7.09,2.28,1,1,2.92,26
0,32.88,14.37,1,1,5.62,43
1,34.99,19.54,0,0,4.74,52
2,6.54,17.6,1,2,1.55,35
1,26.9,12.78,0,0,2.75,41
1,21.61,15.23,0,0,2.01,39
0,0.59,10.84,0,0,4.31,31
1,19.97,10.49,1,1,6.91,33
1,7.88,11.55,0,1,3.03,35
2,39.47,5.02,1,0,1.32,27
2,38.62,2.01,0,2,3.92,43
1,12.46,15.75,1,0,4.08,27
0,4.63,15.13,0,1,6.3,42
2,3.73,19.83,0,1,1.25,45
2,20.17,4.77,0,0,6.92,32
0,22.79,5.66,1,2,6.28,38
2,36.59,14.82,0,2,1.59,46
0,18.19,7.88,1,2,3.21,33
2,22.76,4.46,0,2,7.84,39
2,8.83,19.49,1,1,6.99,40
0,28.57,19.37,1,0,2.06,40
0,33.97,14.77,0,0,1.2,43
2,12.97,2.04,1,0,6.05,25
1,10.87,13.22,1,2,6.83,37
1,14.83,17.05,1,2,7.67,41
1,30.85,9.39,0,0,7.63,44
2,8.15,11.7,1,0,3.4,21
2,7.45,15.49,1,2,3.92,32
2,27.67,2.84,1,0,2.63,23
1,13.24,14.75,1,1,2.43,29
0,20.79,9.34,1,0,1.63,26
2,37.96,3.33,1,2,3.24,34
1,31.76,19.45,1,1,1.53,46
1,21.97,9.03,1,0,6.28,30
2,15.6,5.2,0,0,6.99,32
1,12.37,12.79,1,0,3.82,24
1,36.12,12.51,0,1,0.63,45
1,5.87,11.73,0,2,5.58,43
2,5.52,6.23,1,0,1.29,21
2,30.45,4.44,0,2,5.56,43
1,4.97,4.55,0,2,4.21,39
2,33.46,7.33,1,1,6.74,30
2,7.89,12.37,1,1,3.89,25
2,29.13,14.45,0,1,5.67,42
1,13.86,15.5,1,0,4.94,27
1,11.0,17.79,1,2,0.51,33
1,3.03,10.92,1,2,7.24,34
1,12.34,5.28,0,1,5.35,39
1,18.75,2.14,1,1,5.1,33
2,30.06,12.55,0,1,1.51,36
1,4.85,16.52,0,0,3.18,39
1,30.2,14.08,1,2,4.76,41
0,32.99,14.24,0,0,4.94,43
2,19.9,12.23,0,0,3.84,29
1,22.61,7.57,1,2,6.96,37
1,6.12,14.95,0,2,5.57,46
1,0.29,3.86,0,2,3.05,39
1,5.66,13.27,0,2,0.69,38
2,4.45,6.87,0,2,2.14,37
2,4.07,15.27,0,0,1.03,34
2,36.32,2.57,1,2,2.86,34
1,11.44,19.39,0,2,4.46,51
1,20.43,8.99,1,0,3.62,26
0,31.79,4.78,1,0,6.99,37
1,28.85,10.31,0,0,7.73,44
0,0.5,16.08,0,0,2.28,39
1,23.92,13.08,0,0,5.38,42
0,17.08,18.8,1,2,3.1,41
0,10.37,14.68,0,1,0.69,34
1,35.84,11.61,0,2,5.81,56
2,18.96,19.31,1,0,6.42,35
2,2.94,11.9,1,2,0.82,24
1,7.14,4.91,0,1,5.68,39
1,25.4,15.55,1,2,6.52,46
1,29.42,12.18,1,0,5.6,36
2,25.47,11.92,1,0,6.37,27
2,22.35,6.34,0,1,5.04,35
2,4.42,13.83,0,2,0.61,36
1,34.58,15.51,0,0,3.13,44
1,36.88,16.66,1,1,2.53,46
0,37.13,4.99,0,1,3.63,43
1,16.67,7.19,0,0,4.55,35
2,12.56,8.21,0,0,4.08,30
1,24.48,17.59,0,0,1.83,42
2,10.48,7.91,0,1,1.97,33
1,34.67,8.17,1,2,2.6,38
0,0.74,7.02,0,2,7.95,43
0,15.63,5.16,0,2,4.17,41
1,21.36,7.18,0,1,3.57,38
0,13.66,5.59,0,1,3.56,34
1,7.47,3.9,0,2,5.92,43
1,28.23,14.73,0,1,4.2,46
1,35.4,10.48,1,2,5.62,47
2,26.24,2.87,0,2,2.15,39
1,29.93,5.76,0,2,4.62,47
0,21.77,7.83,1,1,4.45,29
1,25.23,9.83,1,0,7.26,35
0,16.8,16.12,0,2,7.61,54
0,5.91,17.58,1,1,4.16,34
2,33.72,12.16,0,2,6.36,44
2,32.82,6.6,0,2,7.96,43
0,11.0,6.86,1,0,3.31,23
0,13.19,4.13,0,2,4.23,38
1,39.92,6.08,1,1,6.07,43
